Message,Category,contains_phone_number,contains_URL_link,Keywords,Special_Characters,Amount,Length,SMS_Number,word_count,label_numeric
क्या आप आज शाम को फ्री हैं?,ham,0,0,1,1,0,27,0,7,1
"अर्जेंट! आपके मोबाइल नंबर को 5/9/03 को £2000 का बोनस कॉलर प्राइज मिला है। यह आपसे संपर्क करने का आखिरी प्रयास है। लैंडलाइन से कॉल करें 09064019788 BOX42WR29C, 150PPM।",spam,1,0,1,1,0,166,0,29,0
"
वैलेंटाइन डे स्पेशल! हमारे क्विज़ में 1000 से अधिक जीतें और अपने पार्टनर के साथ ज़िंदगी की सबसे यादगार यात्रा पर जाएं! अभी GO को 83600 पर भेजें। प्रति संदेश शुल्क: 150p। ग्राहक सहायता: 08718720201।",spam,1,0,1,1,0,198,1,35,0
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam,0,0,1,1,0,47,0,11,0
"हां, अगला निरीक्षण.",ham,0,0,0,1,0,19,0,3,1
"क्या आपको भी दिन में 💸500 या 1000 से ज्यादा कमाना है ..?स्टॉक मार्केट में ट्रेड करे और पाये शेयर बाजार इस लिंक से अकाउंट बनाकर हररोज 500 से 10000 रुपए कमाओ।
upstox.com/open-account/?…",spam,0,0,0,1,0,183,0,33,0
"आपकी बुकिंग की पुष्टि । प्रिय ग्राहक, आपकी होटल बुकिंग की पुष्टि हो गई है। विवरण संलग्न है।",ham,0,0,0,1,0,91,0,18,1
"ठीक है, जब मेरे पास कुछ पैसे आ जायेंगे तो मैं आपसे संपर्क करूँगा।",ham,0,0,0,1,0,65,0,14,1
"सिर्फ़ £1.50 में आपको मिलेगा हफ्ते भर का एक्सक्लूसिव कंटेंट! ""ACCESS"" भेजें 12345 पर।",spam,0,0,0,1,0,85,0,14,0
"भाई...जीत गया ट्रम्प
बोला था ना में…",ham,0,0,1,1,0,36,0,7,1
आप उस आदमी की जगह पर होंगे,ham,0,0,0,0,0,26,0,7,1
सुनो १७ दिसम्बर को रेलवे स्टेशन में हुमए लेने या जाना सुबह ७ बजे ।,ham,0,0,0,0,0,66,0,15,1
भैया कौन-कौन से इवेंट हैं?,ham,0,0,0,1,0,26,0,5,1
"बधाई हो, आपको स्वीकार कर लिया गया है। यह नौकरी रिमोट ऑपरेशन को सपोर्ट करती है और प्रति दिन 5000 का भुगतान करती है। कृपया tinyurl.com/yeyvjmrr से संपर्क करें",spam,0,0,1,1,0,156,0,29,0
"आपके खाते में असामान्य गतिविधि पाई गई । प्रिय ग्राहक, आपके खाते में असामान्य गतिविधि पाई गई है। कृपया इसे चेक करें: [https://verify-account-bank.net]।",spam,0,1,0,1,0,150,0,23,0
"मुझे तो ए.आई. और मशीन लर्निंग का सबसे ज्यादा टेंशन है... मतलब, काफी कॉम्प्लेक्स लग रहा है... तुम्हारे साथ कभी डिस्कशन करना पड़ेगा इस पर",ham,0,0,0,1,0,135,0,25,1
बांगलादेश में स्वागत है!! अब आप हमारे अंतरराष्ट्रीय रोमिंग योजनाओं के साथ जुड़े रह सकते हैं।,spam,0,0,0,1,0,92,0,16,0
"शिक्षा ऋण की जानकारी । प्रिय छात्र, आप शिक्षा ऋण के लिए पात्र हैं। कृपया आवेदन पत्र भरें और आवश्यक दस्तावेज़ संलग्न करें।",ham,0,0,0,1,0,121,0,23,1
तुम्हारी पढ़ाई कैसी चल रही है?,ham,0,0,0,1,0,30,0,6,1
